county_id,site_id,county,is_changed,site,street,city,zip,lat,lng
56,206,MACON,0,MACON COUNTY BOARD OF ELECTIONS OFFICE,5 W MAIN ST,FRANKLIN,28734,35.182043,-83.381693
56,207,MACON,0,HIGHLANDS CIVIC CENTER,600 N 4TH ST,HIGHLANDS,28741,35.056711,-83.19817
57,208,MADISON,1,MARSHALL COMMUNITY CENTER,145 BLANNAHASSETT ISLAND RD,MARSHALL,28753,35.795972,-82.686585
57,209,MADISON,1,MARS HILL TOWN HALL,280 N MAIN ST,MARS HILL,28754,35.830638,-82.547476
57,210,MADISON,1,MADISON COUNTY BOARD OF ELECTIONS OFFICE,5707 US 25-70 HWY,MARSHALL,28753,35.812877,-82.674007
57,211,MADISON,1,HOT SPRINGS (BILL WHITTEN) COMMUNITY CENTER,43 N ANDREWS AVE,HOT SPRINGS,28743,35.893517,-82.8268
57,212,MADISON,1,GREATER IVY (BEECH GLEN) COMMUNITY CENTER,2936 BEECH GLEN RD,MARS HILL,28754,35.82,-82.50523
58,213,MARTIN,0,COMMISSIONER BOARD ROOM,305 E MAIN ST,WILLIAMSTON,27892,35.856513,-77.051859
59,214,MCDOWELL,1,THE MCDOWELL HOUSE,136 US HWY 70 W,MARION,28752,35.705605,-82.034585
59,215,MCDOWELL,1,OLD FORT LIBRARY,65 E MITCHELL ST OLD,FORT,28762,35.626341,-82.180058
59,216,MCDOWELL,1,NEBO FIRE DEPARTMENT,4450 OLD NC HWY 10,NEBO,28761,35.71538,-81.93138
59,217,MCDOWELL,1,MCDOWELL COUNTY BOARD OF ELECTIONS OFFICE,60 E COURT ST,MARION,28752,35.683947,-82.008227
60,218,MECKLENBURG,1,WEST BOULEVARD LIBRARY,2157 WEST BLVD,CHARLOTTE,28208,35.211624,-80.89657
60,219,MECKLENBURG,1,UNIVERSITY CITY LIBRARY,301 E WT HARRIS BLVD,CHARLOTTE,28262,35.303085,-80.746472
60,220,MECKLENBURG,1,SUGAR CREEK LIBRARY,4045 N TRYON ST,CHARLOTTE,28206,35.257446,-80.797504
60,221,MECKLENBURG,1,STEELE CREEK LIBRARY,13620 STEELE CREEK RD,CHARLOTTE,28273,35.108006,-80.98814
60,222,MECKLENBURG,1,SOUTH COUNTY REGIONAL LIBRARY,5801 REA RD,CHARLOTTE,28277,35.087044,-80.81198
60,223,MECKLENBURG,1,NORTH COUNTY REGIONAL LIBRARY,16500 HOLLY CREST LN,HUNTERSVILLE,28078,35.4403,-80.86425
60,224,MECKLENBURG,1,MT. ISLAND LIBRARY,4420 HOYT GALVIN WAY,CHARLOTTE,28214,35.335151,-80.960425
60,225,MECKLENBURG,1,MORRISON REGIONAL LIBRARY,7015 MORRISON BLVD,CHARLOTTE,28211,35.150883,-80.82366
60,226,MECKLENBURG,1,MINT HILL LIBRARY,6840 MATTHEWS-MINT HILL RD,CHARLOTTE,28227,35.172077,-80.65918
60,227,MECKLENBURG,1,MIDWOOD CULTURAL CENTER,1817 CENTRAL AVE,CHARLOTTE,28205,35.220192,-80.80915
60,228,MECKLENBURG,1,MATTHEWS LIBRARY,230 MATTHEWS STATION ST,MATTHEWS,28105,35.11646,-80.718704
60,229,MECKLENBURG,1,MARION DIEHL CENTER,2219 TYVOLA RD,CHARLOTTE,28210,35.160313,-80.86149
60,230,MECKLENBURG,1,MAIN BRANCH LIBRARY,310 N TRYON ST,CHARLOTTE,28202,35.228594,-80.839994
60,231,MECKLENBURG,1,INDEPENDENCE REGIONAL LIBRARY,6000 CONFERENCE DR,CHARLOTTE,28212,35.178234,-80.75548
60,232,MECKLENBURG,1,HICKORY GROVE LIBRARY,5935 HICKORY GROVE RD,CHARLOTTE,28215,35.22271,-80.72834
60,233,MECKLENBURG,1,ELON REC CENTER,11401 ARDREY KELL RD,CHARLOTTE,28277,35.022644,-80.84477
60,234,MECKLENBURG,1,CPCC CENTRAL CAMPUS,1325 E 7TH ST,CHARLOTTE,28204,35.219439,-80.827009
60,235,MECKLENBURG,1,CORNELIUS TOWN HALL,21445 CATAWBA AVE,CORNELIUS,28031,35.481663,-80.85924
60,236,MECKLENBURG,1,BETTE RAE THOMAS RECREATION CENTER,2921 TUCKASEEGEE RD,CHARLOTTE,28208,35.241703,-80.877106
60,237,MECKLENBURG,1,BEATTIES FORD LIBRARY,2412 BEATTIES FORD RD,CHARLOTTE,28216,35.267494,-80.85395
60,238,MECKLENBURG,1,BALLANTYNE,14815 BALLANTYNE VILLAGE WAY,CHARLOTTE,28277,35.053566,-80.851867
61,239,MITCHELL,1,SP TOWN HALL - ONE STOP,138 HIGHLAND AVE,SPRUCE PINE,28777,35.91504,-82.07317
61,240,MITCHELL,1,MITCHELL COUNTY BOARD OF ELECTIONS OFFICE,328 LONG VIEW DR,BAKERSVILLE,28705,36.016747,-82.16364
62,241,MONTGOMERY,1,MONTGOMERY COUNTY LIBRARY (CONFERENCE ROOM),215 W MAIN ST,TROY,27371,35.35849,-79.895386
62,242,MONTGOMERY,1,COURTROOM B,108 E MAIN ST,TROY,27371,35.358209,-79.89325
63,243,MOORE,1,OLD WEST END GYM,134 OLD WEST END SCHOOL LN,WEST END,27376,35.241142,-79.56821
63,244,MOORE,1,AGRICULTURAL CENTER,707 PINEHURST AVE,CARTHAGE,28327,35.334484,-79.41556
64,245,NASH,1,SPRING HOPE COMMUNITY BUILDING,104 COMMUNITY ST,SPRING HOPE,27882,35.94085,-78.115585
64,246,NASH,1,BRASWELL MEMORIAL LIBRARY,727 N GRACE ST,ROCKY MOUNT,27804,35.949135,-77.796251
64,247,NASH,1,BOE AUDITORIUM,1006 EASTERN AVE,NASHVILLE,27856,35.970615,-77.94527
65,248,NEW HANOVER,1,SENIOR CTR,2222 S COLLEGE RD,WILMINGTON,28403,34.199197,-77.891582
65,249,NEW HANOVER,1,NORTHEAST LIBRARY,1241 MILITARY CUTOFF RD,WILMINGTON,28405,34.232998,-77.82896
65,250,NEW HANOVER,1,NEW HANOVER COUNTY BOARD OF ELECTIONS OFFICE,230 GOVERNMENT CENTER DR,WILMINGTON,28403,34.241536,-77.866965
65,251,NEW HANOVER,1,MAIN LIBRARY,201 CHESTNUT ST,WILMINGTON,28401,34.23766,-77.94758
65,252,NEW HANOVER,1,CAROLINA BEACH TOWN HALL,1121 N LAKE PARK BLVD,CAROLINA BEACH,28428,34.045261,-77.899336
66,253,NORTHAMPTON,1,THE ROANOKE CENTER,409 N MAIN ST,RICH SQUARE,27869,36.280704,-77.27963
66,254,NORTHAMPTON,1,NORTHAMPTON COUNTY BOARD OF ELECTIONS OFFICE,9495 NC HWY 305 HWY,JACKSON,27845,36.412021,-77.436499
66,255,NORTHAMPTON,1,EE ODOM CENTER,221 CRAIGE ST,GASTON,27832,36.4955,-77.642876
67,256,ONSLOW,1,VERONA VOLUNTEER FIRE DEPT ONE-STOP,101 VERONA RD,JACKSONVILLE,28540,34.669792,-77.47222
67,257,ONSLOW,1,RICHLANDS TOWN HALL,302 S WILMINGTON ST,RICHLANDS,28574,34.902374,-77.54442
67,258,ONSLOW,1,REC JAX  COMMONS,1130 COMMONS DR,JACKSONVILLE,28546,34.793825,-77.398292
67,259,ONSLOW,1,ONSLOW COUNTY BOARD OF ELECTIONS OFFICE,4024 RICHLANDS HWY,JACKSONVILLE,28540,34.78236,-77.49493
68,260,ORANGE,1,SEYMOUR CENTER,2551 HOMESTEAD RD,CHAPEL HILL,27516,35.9505,-79.06078
68,261,ORANGE,1,ORANGE COUNTY BOARD OF ELECTIONS OFFICE,208 S CAMERON ST,HILLSBOROUGH,27278,36.074196,-79.09634
68,262,ORANGE,1,NORTH CAROLINA HILLEL,210 W CAMERON ST,CHAPEL HILL,27516,35.910281,-79.056596
68,263,ORANGE,1,MASTER'S GARDEN PRESCHOOL,7500 SCHLEY RD,HILLSBOROUGH,27278,36.117403,-79.001061
68,264,ORANGE,1,CARRBORO TOWN HALL,301 W MAIN ST,CARRBORO,27510,35.91167,-79.07707
69,265,PAMLICO,0,PAMLICO COUNTY BOARD OF ELECTIONS OFFICE,202 MAIN ST,BAYBORO,28515,35.181942,-76.66414
70,266,PASQUOTANK,0,PASQUOTANK COUNTY BOARD OF ELECTIONS OFFICE,1409 PARKVIEW DR,ELIZABETH CITY,27909,36.28475,-76.20718
71,267,PENDER,1,TOPSAIL SENIOR CENTER,20959 US HWY 17,HAMPSTEAD,28443,34.434285,-77.63493
71,268,PENDER,1,SHILOH VOLUNTEER FIRE DEPARTMENT,19170 US HWY 421,WATHA,28478,34.595775,-78.100802
71,269,PENDER,1,PENDER COUNTY BOARD OF ELECTIONS OFFICE,807 S WALKER ST,BURGAW,28425,34.544106,-77.9149
71,270,PENDER,1,LONG CREEK VOLUNTEER FIRE DEPARTMENT,227 SCOTT RD,ROCKY POINT,28457,34.440247,-77.98229
71,271,PENDER,1,HAMPSTEAD COMMUNITY CENTER,14435 US HWY 17,HAMPSTEAD,28443,34.364812,-77.714491
72,272,PERQUIMANS,0,PERQUIMANS COUNTY BOARD OF ELECTIONS OFFICE,601 S EDENTON ROAD RD,HERTFORD,27944,36.178626,-76.474406
73,273,PERSON,1,THE OLD HELENA SCHOOL LUNCHROOM,295 HELENA MORIAH RD,TIMBERLAKE,27583,36.2863,-78.958167
73,274,PERSON,1,PERSON COUNTY BOARD OF ELECTIONS OFFICE,331 S MORGAN ST,ROXBORO,27573,36.395473,-78.99245
74,275,PITT,1,WINTERVILLE FIRE STATION,2593 RAILROAD ST,WINTERVILLE,28590,35.529953,-77.401436
74,276,PITT,1,"WILLIS BUILDING, ECU",300 E 1ST ST,GREENVILLE,27858,35.614872,-77.369705
74,277,PITT,1,FARMVILLE COMMUNITY CENTER,3886 S MAIN ST,FARMVILLE,27828,35.593336,-77.589612
74,278,PITT,1,COUNTY OFFICE BUILDING,1717 W 5TH ST,GREENVILLE,27834,35.611229,-77.398243
74,279,PITT,1,COMMUNITY SCHOOLS BUILDING,4561 COUNTY HOME RD,GREENVILLE,27858,35.54482,-77.35181
74,280,PITT,1,AYDEN COMMUNITY BUILDING,548 2ND ST,AYDEN,28513,35.471935,-77.413414
74,281,PITT,1,AG CENTER,403 GOVERNMENT CIR,GREENVILLE,27834,35.63832,-77.360855
75,282,POLK,1,POLK COUNTY BOARD OF ELECTIONS OFFICE,40 COURTHOUSE ST,COLUMBUS,28722,35.251583,-82.198276
75,283,POLK,1,MILL SPRING FIRE DEPT,66 SCHOOL RD,MILL SPRING,28756,35.299404,-82.16314
75,284,POLK,1,GREEN CREEK FIRE DEPARTMENT,8645 S NC  HWY 9 HWY,COLUMBUS,28722,35.22609,-82.056441
76,285,RANDOLPH,1,RANDOLPH COUNTY OFFICE BUILDING,725 MCDOWELL RD,ASHEBORO,27205,35.670444,-79.83192
76,286,RANDOLPH,1,RANDOLPH COUNTY BOARD OF ELECTIONS OFFICE,158 WORTH ST,ASHEBORO,27203,35.705917,-79.812805
76,287,RANDOLPH,1,RANDLEMAN COMMUNITY CENTER,144 W ACADEMY ST,RANDLEMAN,27317,35.817905,-79.80545
76,288,RANDOLPH,1,ARCHDALE COMMUNITY SERVICES BUILDING,213 BALFOUR DR,ARCHDALE,27263,35.901775,-79.9575
77,289,RICHMOND,1,ELLERBE TOWN HALL,108 W PAGE ST,ELLERBE,28338,35.071542,-79.761969
77,290,RICHMOND,1,COOPERATIVE EXTENSION OFFICE,123 CAROLINE ST,ROCKINGHAM,28379,34.93929,-79.77669
77,291,RICHMOND,1,COLE AUDITORIUM,1042 W HAMLET AVE,HAMLET,28345,34.901417,-79.710526
78,292,ROBESON,1,ROBESON COUNTY BOARD OF ELECTIONS OFFICE,800 N WALNUT ST,LUMBERTON,28358,34.622754,-79.005628
78,293,ROBESON,1,PEMBROKE LIBRARY,413 BLAINE ST,PEMBROKE,28372,34.676586,-79.19302
78,294,ROBESON,1,FAIRMONT FIRE HALL/SENIOR CITIZEN CENTER,421 S MAIN ST,FAIRMONT,28340,34.494386,-79.113837
79,295,ROCKINGHAM,1,ROCKINGHAM COUNTY BOARD OF ELECTIONS OFFICE,240 CHEROKEE CAMP RD,REIDSVILLE,27320,36.395542,-79.75045
79,296,ROCKINGHAM,1,PENNROSE MALL,1601 S SCALES ST,REIDSVILLE,27320,36.340828,-79.661441
79,297,ROCKINGHAM,1,FORMER MAYODAN PUBLIC LIBRARY,101 N 10TH AVE,MAYODAN,27027,36.416164,-79.9759
79,298,ROCKINGHAM,1,EDEN MALL,201 E MEADOW RD,EDEN,27288,36.507683,-79.74138
80,299,ROWAN,1,SPENCER MUNICIPAL BUILDING,600 S SALISBURY AVE,SPENCER,28159,35.687623,-80.43652
80,300,ROWAN,1,SOUTH BRANCH ROWAN PUBLIC LIBRARY,920 KIMBALL RD,CHINA GROVE,28023,35.56595,-80.602325
80,301,ROWAN,1,ROCKWELL AMERICAN LEGION BUILDING,8580 US HWY 52,ROCKWELL,28138,35.565507,-80.418345
80,302,ROWAN,1,MAIN LIBRARY,201 W FISHER ST,SALISBURY,28144,35.66769,-80.47302
80,303,ROWAN,1,CLEVELAND TOWN HALL,302 E MAIN ST,CLEVELAND,27013,35.73283,-80.67272
81,304,RUTHERFORD,1,RUTHERFORD COUNTY BOARD OF ELECTIONS OFFICE,298 FAIRGROUND RD,SPINDALE,28160,35.346306,-81.90773
81,305,RUTHERFORD,1,ELLENBORO FIRE DEPARTMENT,175 DEPOT ST,ELLENBORO,28040,35.32766,-81.75889
81,306,RUTHERFORD,1,COUNTY ANNEX BUILDING,289 N MAIN ST,RUTHERFORDTON,28139,35.37103,-81.95636
82,307,SAMPSON,1,SAMPSON COUNTY BOARD OF ELECTIONS OFFICE,335 COUNTY COMPLEX RD,CLINTON,28328,34.980473,-78.29597
82,308,SAMPSON,1,ROSEBORO MUNICIPAL BLDG,101 W PLEASANT ST,ROSEBORO,28382,34.95176,-78.5103
82,309,SAMPSON,1,NEWTON GROVE FIRE STATION,313 WEEKSDALE ST,NEWTON GROVE,28366,35.245146,-78.358097
82,310,SAMPSON,1,GARLAND TOWN HALL,190 S CHURCH ST,GARLAND,28441,34.785167,-78.397678
83,311,SCOTLAND,0,SCOTLAND COUNTY ANNEX BUILDING CONFERENCE ROOM,231 E CRONLY ST,LAURINBURG,28352,34.774788,-79.46039
84,312,STANLY,1,STANLY COUNTY BOARD OF ELECTIONS OFFICE,1000 N FIRST ST,ALBEMARLE,28001,35.367905,-80.19902
84,313,STANLY,1,NORWOOD COMMUNITY BUILDING,247 W TURNER ST,NORWOOD,28128,35.219758,-80.120395
84,314,STANLY,1,NEW LONDON COMMUNITY BUILDING,114 W GOLD ST,NEW LONDON,28127,35.44486,-80.22019
84,315,STANLY,1,LOCUST TOWN CENTER JOEL HONEYCUTT ROOM,186 RAY KENNEDY DR,LOCUST,28097,35.25935,-80.43157
85,316,STOKES,0,WALNUT COVE FIRE DEPARTMENT,527 N MAIN ST,WALNUT COVE,27052,36.298603,-80.14162
85,317,STOKES,0,STOKES COUNTY BOARD OF ELECTIONS OFFICE,1012 MAIN ST,DANBURY,27016,36.412304,-80.21758
85,318,STOKES,0,KING PUBLIC LIBRARY,101 PILOT VIEW DR,KING,27021,36.283436,-80.36432
86,319,SURRY,1,SURRY COUNTY BOARD OF ELECTIONS OFFICE,201 E KAPP ST,DOBSON,27017,36.397003,-80.721886
86,320,SURRY,1,HUMAN SERVICES BUILDING,1218 STATE ST MOUNT,AIRY,27030,36.477812,-80.621041
86,321,SURRY,1,ELKIN RESCUE SQUAD,940 N BRIDGE ST,ELKIN,28621,36.260071,-80.847787
87,322,SWAIN,0,SWAIN COUNTY BOARD OF ELECTIONS OFFICE,1422 S HWY 19 BRYSON,CITY,28713,35.415245,-83.465356
87,323,SWAIN,0,BIRDTOWN RECREATION CENTER,1212 BIRDTOWN RD,CHEROKEE,28719,35.46852,-83.35198
88,324,TRANSYLVANIA,1,ROSMAN TOWN HALL,6 MAIN ST,ROSMAN,28772,35.1457,-82.825
88,325,TRANSYLVANIA,1,LIBRARY,212 S GASTON ST,BREVARD,28712,35.22965,-82.73552
89,326,TYRRELL,0,TYRRELL COUNTY BOARD OF ELECTIONS OFFICE,403 MAIN ST,COLUMBIA,27925,35.917763,-76.25201
90,327,UNION,1,WINGATE COMMUNITY CENTER,315 W ELM ST,WINGATE,28174,34.985622,-80.4599
90,328,UNION,1,WESLEY CHAPEL VFD (MAIN),315 WAXHAW INDIAN TRAIL RD S,WAXHAW,28173,34.99606,-80.699356
90,329,UNION,1,WESLEY CHAPEL VFD,8821 NEW TOWN RD,WAXHAW,28173,34.989401,-80.786883
90,330,UNION,1,UNION COUNTY PUBLIC LIBRARY (GRIFFIN ROOM),316 E WINDSOR ST,MONROE,28112,34.981403,-80.54699
90,331,UNION,1,MINERAL SPRINGS VFD,5804 WAXHAW HWY,MONROE,28112,34.941685,-80.662285
90,332,UNION,1,INDIAN TRAIL CULTURAL ARTS CENTER,100 NAVAJO TRL,INDIAN TRAIL,28079,35.077466,-80.668629
90,333,UNION,1,HEMBY BRIDGE VFD,6628 MILL GROVE RD,INDIAN TRAIL,28079,35.117626,-80.61863
91,334,VANCE,1,VANCE COUNTY BOARD OF ELECTIONS OFFICE,300 S GARNETT ST,HENDERSON,27536,36.325955,-78.40493
91,335,VANCE,1,HENDERSON 'S OPERATION CENTER,900 S BECKFORD DR,HENDERSON,27536,36.336456,-78.42599
91,336,VANCE,1,AYCOCK REC COMPLEX,307 CAREY CHAPEL RD,HENDERSON,27537,36.321217,-78.35882
92,337,WAKE,1,WAKE COUNTY BOARD OF ELECTIONS OFFICE,337 S SALISBURY ST,RALEIGH,27601,35.776016,-78.6403
92,338,WAKE,1,WA - WAKE TECH COMMUNITY COLLEGE,9101 FAYETTEVILLE RD,RALEIGH,27603,35.652084,-78.70663
92,339,WAKE,1,OP - OPTIMIST COMMUNITY CENTER,5900 WHITTIER DR,RALEIGH,27609,35.862587,-78.64365
92,340,WAKE,1,NR - NORTHERN REGIONAL CENTER,350 E HOLDING AVE WAKE,FOREST,27587,35.970067,-78.510975
92,341,WAKE,1,LL - LAKE LYNN COMMUNITY CENTER,7921 RAY RD,RALEIGH,27613,35.889797,-78.696945
92,342,WAKE,1,KD - KNIGHTDALE RECREATION CENTER,102 LAWSON RIDGE RD,KNIGHTDALE,27545,35.80777,-78.48025
92,343,WAKE,1,CH - CHAVIS COMMUNITY CENTER,505 MARTIN LUTHER KING JR BLVD,RALEIGH,27601,35.76807,-78.62998
92,344,WAKE,1,CA - HERBERT C YOUNG COMMUNITY CENTER,101 WILKINSON AVE,CARY,27513,35.790104,-78.77877
92,345,WAKE,1,AP - APEX COMMUNITY CENTER,53 HUNTER ST,APEX,27502,35.735214,-78.8468
93,346,WARREN,0,WARREN COUNTY BOARD OF ELECTIONS OFFICE,309 N MAIN ST,WARRENTON,27589,36.40318,-78.153496
94,347,WASHINGTON,0,COMMISSIONERS BOARD ROOM,116 ADAMS ST,PLYMOUTH,27962,35.86753,-76.74943
95,348,WATAUGA,1,WESTERN WATAUGA COMM. CENTER,1081 OLD US HWY 421,SUGAR GROVE,28679,36.26589,-81.783035
95,349,WATAUGA,1,MEAT CAMP FIRE DEPARTMENT,4797 NC HWY 194 N,BOONE,28607,36.272859,-81.650982
95,350,WATAUGA,1,DEEP GAP FIRE DEPT,6583 OLD 421 SOUTH,DEEP GAP,28618,36.242239,-81.537046
95,351,WATAUGA,1,BLOWING ROCK TOWN HALL,1036 MAIN ST,BLOWING ROCK,28605,36.134426,-81.67797
95,352,WATAUGA,1,ASU STUDENT UNION,221 COLLEGE ST,BOONE,28608,36.215026,-81.679661
95,353,WATAUGA,1,ADMINISTRATION BUILDING,814 W KING ST,BOONE,28607,36.220097,-81.686424
96,354,WAYNE,1,VETERAN SERVICES OFFICE,2001 E ASH ST,GOLDSBORO,27530,35.377148,-77.96577
96,355,WAYNE,1,NEW HOPE FRIENDS CHURCH,4451 E US 70 HWY,GOLDSBORO,27534,35.345211,-77.912418
96,356,WAYNE,1,MOUNT OLIVE CIVIC CENTER,110 W MAIN ST,MT OLIVE,28365,35.195675,-78.06738
96,357,WAYNE,1,LITTLE RIVER SHOPPING CENTER,1312 W GRANTHAM ST,GOLDSBORO,27530,35.399685,-78.017198
96,358,WAYNE,1,BELFAST FIRE DEPARTMENT,3212 N US 117 HWY,GOLDSBORO,27530,35.435479,-77.980869
97,359,WILKES,1,WILKES BOARD OF ELECTIONS,110 NORTH ST,WILKESBORO,28697,36.149075,-81.15238
97,360,WILKES,1,PLEASANT HILL FIRE DEPARTMENT,1069 AUSTIN TRAPHILL RD,ELKIN,28621,36.25962,-80.891045
97,361,WILKES,1,MULBERRY FAIRPLAINS FIRE DEPARTMENT,2055 SPARTA RD NORTH,WILKESBORO,28659,36.22185,-81.168673
97,362,WILKES,1,MOUNTAIN VIEW RURITAN BUILDING,5504 MOUNTAIN VIEW RD,HAYS,28635,36.249314,-81.116918
97,363,WILKES,1,MILLERS CREEK,5180 BOONE TRL TRL,MILLERS CREEK,28651,36.186108,-81.23334
98,364,WILSON,1,WILSON COUNTY BOARD OF ELECTIONS OFFICE,112 DOUGLAS ST E,WILSON,27893,35.724293,-77.90916
98,365,WILSON,1,LIDA BLALOCK BUILDING,1801 GLENDALE DR,WILSON,27893,35.716534,-77.944774
98,366,WILSON,1,COUNTY ADMIN BUILDING,2201 MILLER RD,WILSON,27893,35.69841,-77.923875
99,367,YADKIN,0,YADKIN COUNTY BOARD OF ELECTIONS OFFICE,213 E ELM ST,YADKINVILLE,27055,36.13376,-80.65834
100,368,YANCEY,1,YANCEY COUNTY BOARD OF ELECTIONS OFFICE,6 S MAIN ST,BURNSVILLE,28714,35.916341,-82.29994
